# _root_ " Ko ste bili vi mladi , smo bili mi vsi še na drevesih , " je rekel gostilničar in namignil drugim gostom .
#goldHeads=9,9,4,2,4,4,2,9,18,9,10,14,9,13,9,9,18,20,18,0,20,23,21,0,
#predictedHeads=2,0,4,2,2,2,2,9,2,2,2,2,2,2,2,2,18,2,2,2,2,2,2,0,
(18,6),(6,12),0.36369 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),0.364831 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),0.819324 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),0.375063 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),0.357178 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),0.480708 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),1.21917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),1.50701 # DEPENDENCYPART_GRANDPAR
(18,6),(6,20),0.899998 # DEPENDENCYPART_GRANDPAR
(18,6),(6,21),1.29968 # DEPENDENCYPART_GRANDPAR
(18,6),(6,22),1.0487 # DEPENDENCYPART_GRANDPAR
(18,6),(6,23),1.5014 # DEPENDENCYPART_GRANDPAR
(18,6),(6,24),0.825622 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),0.356011 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),0.388684 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),0.43975 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),0.403776 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),0.452299 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),0.592651 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),0.452005 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),0.418553 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),0.466624 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),0.522572 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),0.364094 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),0.364758 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),0.821382 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),0.376078 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),0.357887 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),0.482566 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),1.21917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),1.50701 # DEPENDENCYPART_GRANDPAR
(18,7),(7,20),0.899998 # DEPENDENCYPART_GRANDPAR
(18,7),(7,21),1.29968 # DEPENDENCYPART_GRANDPAR
(18,7),(7,22),1.0487 # DEPENDENCYPART_GRANDPAR
(18,7),(7,23),1.5014 # DEPENDENCYPART_GRANDPAR
(18,7),(7,24),0.825622 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),0.35782 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),0.391227 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),0.442788 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),0.406814 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),0.452983 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),0.585793 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),0.359087 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),0.426911 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),0.468715 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),0.524663 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),0.365036 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),0.369215 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),0.825667 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),0.377318 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),0.359433 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),0.496332 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),1.21938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),1.50762 # DEPENDENCYPART_GRANDPAR
(18,8),(8,20),0.900322 # DEPENDENCYPART_GRANDPAR
(18,8),(8,21),1.29988 # DEPENDENCYPART_GRANDPAR
(18,8),(8,22),1.0489 # DEPENDENCYPART_GRANDPAR
(18,8),(8,23),1.50202 # DEPENDENCYPART_GRANDPAR
(18,8),(8,24),0.825828 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),0.35782 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),0.391227 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),0.443059 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),0.407085 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),0.452983 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),0.585793 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.359087 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),0.445122 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.468715 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),0.524663 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),0.365036 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),0.369215 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.825667 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),0.377318 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.359433 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),0.49645 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),1.21938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),1.50762 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),0.900322 # DEPENDENCYPART_GRANDPAR
(18,9),(9,21),1.29988 # DEPENDENCYPART_GRANDPAR
(18,9),(9,22),1.0489 # DEPENDENCYPART_GRANDPAR
(18,9),(9,23),1.50202 # DEPENDENCYPART_GRANDPAR
(18,9),(9,24),0.825828 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),0.355336 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),0.387704 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),0.437927 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),0.401953 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),0.451624 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),0.583866 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),0.356965 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),0.43999 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.406232 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.521898 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),0.363419 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),0.363778 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.819052 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.374792 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.356906 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.480437 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),1.21917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),1.50701 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),0.899998 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),1.29968 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),1.0487 # DEPENDENCYPART_GRANDPAR
(18,10),(10,23),1.5014 # DEPENDENCYPART_GRANDPAR
(18,10),(10,24),0.825622 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),0.355336 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),0.387704 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),0.437927 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),0.401953 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),0.451624 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),0.583866 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),0.356965 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),0.43999 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),0.406232 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.455609 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.363419 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.363778 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.819052 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.374792 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.356906 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.480437 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),1.21917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),1.50701 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),0.899998 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),1.29968 # DEPENDENCYPART_GRANDPAR
(18,11),(11,22),1.0487 # DEPENDENCYPART_GRANDPAR
(18,11),(11,23),1.5014 # DEPENDENCYPART_GRANDPAR
(18,11),(11,24),0.825622 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),0.355336 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),0.387704 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),0.437927 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),0.401953 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),0.451624 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),0.583866 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),0.356965 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),0.43999 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),0.406232 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.455609 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.511557 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.363778 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.819052 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.374792 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.356906 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.480437 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),1.21917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),1.50701 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),0.899998 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),1.29968 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),1.0487 # DEPENDENCYPART_GRANDPAR
(18,12),(12,23),1.5014 # DEPENDENCYPART_GRANDPAR
(18,12),(12,24),0.825622 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),0.358312 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),0.392524 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),0.440903 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),0.404928 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),0.456136 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),0.586841 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),0.35994 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),0.442966 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),0.409207 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.460121 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.516069 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.355362 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.833487 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.379067 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.361181 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.484712 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),1.21917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),1.50701 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),0.899998 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),1.29968 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),1.0487 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),1.5014 # DEPENDENCYPART_GRANDPAR
(18,13),(13,24),0.825622 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),0.357569 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),0.390451 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),0.439485 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),0.40351 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),0.453487 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),0.588209 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),0.359871 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),0.441548 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),0.407789 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),0.457472 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.51342 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.353944 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.355961 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.388826 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.366005 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.485685 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),1.21917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),1.50701 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),0.899998 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),1.29968 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),1.0487 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),1.5014 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),0.825622 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),0.356011 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),0.388684 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),0.43975 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),0.403776 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),0.452299 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),0.592651 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),0.357639 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),0.441813 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),0.408055 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),0.456284 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),0.512232 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.353061 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.354166 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.810081 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.357887 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.482566 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),1.21917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),1.50701 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),0.899998 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),1.29968 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),1.0487 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),1.5014 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),0.825622 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),0.356011 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),0.388531 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),0.439176 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),0.403202 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),0.452299 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),0.588596 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),0.357639 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),0.441239 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),0.407481 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),0.456284 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),0.512232 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.353061 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.354166 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.809928 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.357615 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.481839 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),1.21917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),1.50701 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),0.899998 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),1.29968 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),1.0487 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),1.5014 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),0.825622 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),0.35782 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),0.391227 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),0.442788 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),0.406814 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),0.452983 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),0.585793 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),0.359087 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),0.444851 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),0.411093 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),0.456968 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),0.512916 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.353061 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.357009 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.812897 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.359062 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.345027 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),1.21938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),1.50762 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),0.900322 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),1.29988 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),1.0489 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),1.50202 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),0.825828 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),0.305589 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),0.336729 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),0.387192 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),0.351218 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),0.401343 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),0.533507 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),0.307217 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),0.389255 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),0.355497 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),0.405328 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),0.461276 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),0.303301 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),0.303362 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),0.754544 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),0.307193 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),0.292796 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),0.419609 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),1.28468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.95524 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),1.35197 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),1.10084 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),1.55999 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),0.877601 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),0.305589 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),0.336729 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),0.387192 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),0.351218 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),0.401343 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),0.533507 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),0.307217 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),0.389255 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),0.355497 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),0.405328 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),0.461276 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),0.302845 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),0.303362 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),0.754544 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),0.307193 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),0.292796 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),0.419609 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),1.28664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),1.57715 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),1.35948 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),1.10147 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),1.56119 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),0.878098 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),0.305795 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),0.337053 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),0.387398 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),0.351424 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),0.401549 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),0.533713 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),0.307423 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),0.389461 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),0.355703 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),0.405534 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),0.461482 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),0.303051 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),0.303568 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),0.755162 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),0.307399 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),0.293002 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),0.419815 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),1.29059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),1.57813 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.96261 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),1.10034 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),1.55976 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.877491 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),0.305589 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),0.336729 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),0.387192 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),0.351218 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),0.401343 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),0.533507 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),0.307217 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),0.389255 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),0.355497 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),0.405328 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),0.461276 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),0.302845 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),0.303362 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),0.754544 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),0.307193 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),0.292796 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),0.419609 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),1.2798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),1.57152 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.960887 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),1.3603 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),1.55461 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.875369 # DEPENDENCYPART_GRANDPAR
(18,23),(23,1),0.305589 # DEPENDENCYPART_GRANDPAR
(18,23),(23,2),0.336729 # DEPENDENCYPART_GRANDPAR
(18,23),(23,3),0.387192 # DEPENDENCYPART_GRANDPAR
(18,23),(23,4),0.351218 # DEPENDENCYPART_GRANDPAR
(18,23),(23,5),0.401343 # DEPENDENCYPART_GRANDPAR
(18,23),(23,6),0.533507 # DEPENDENCYPART_GRANDPAR
(18,23),(23,7),0.307217 # DEPENDENCYPART_GRANDPAR
(18,23),(23,8),0.389255 # DEPENDENCYPART_GRANDPAR
(18,23),(23,9),0.355497 # DEPENDENCYPART_GRANDPAR
(18,23),(23,10),0.405328 # DEPENDENCYPART_GRANDPAR
(18,23),(23,11),0.461276 # DEPENDENCYPART_GRANDPAR
(18,23),(23,12),0.303301 # DEPENDENCYPART_GRANDPAR
(18,23),(23,13),0.303362 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),0.754544 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),0.307193 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),0.292796 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),0.419609 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),1.28468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),1.57709 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.965524 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),1.36519 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),1.11409 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.877601 # DEPENDENCYPART_GRANDPAR
(18,24),(24,1),0.305589 # DEPENDENCYPART_GRANDPAR
(18,24),(24,2),0.336729 # DEPENDENCYPART_GRANDPAR
(18,24),(24,3),0.387192 # DEPENDENCYPART_GRANDPAR
(18,24),(24,4),0.351218 # DEPENDENCYPART_GRANDPAR
(18,24),(24,5),0.401343 # DEPENDENCYPART_GRANDPAR
(18,24),(24,6),0.533507 # DEPENDENCYPART_GRANDPAR
(18,24),(24,7),0.307217 # DEPENDENCYPART_GRANDPAR
(18,24),(24,8),0.389255 # DEPENDENCYPART_GRANDPAR
