# _root_ Obrnil se je , mrmrajoč sam pri sebi , in se zadel ob Winstona .
#goldHeads=10,1,1,5,1,5,5,7,5,0,12,10,12,13,0,
#predictedHeads=0,1,12,1,1,1,1,1,10,1,1,10,1,1,0,
(10,4),(4,11),0.787721 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),1.07847 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),0.828022 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),0.993793 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),0.815542 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.566295 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.358322 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.67663 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.387609 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.462702 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.404698 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.361026 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.37596 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),0.798363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),0.787721 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),1.07847 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),0.828336 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),0.993793 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),0.815542 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.566295 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.358322 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.67663 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.387609 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.454991 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.404698 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.361026 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.37596 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),0.798363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),0.787721 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),1.07847 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),0.828336 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),0.993793 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),0.815542 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.567763 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.360738 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.678097 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.389077 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.455784 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.455135 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.365074 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.380008 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),0.798363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),0.787721 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),1.07847 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),0.828022 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),0.993793 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),0.815542 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),0.566295 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.358322 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.67663 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.387609 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.454316 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.453667 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.393042 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.37596 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),0.798363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.787721 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),1.07847 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),0.828022 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),0.993793 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),0.815542 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.567443 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.358322 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.677778 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.387609 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.462427 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.461778 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.393042 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.349743 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),0.798363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.787721 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),1.07847 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),0.828022 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),0.993793 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),0.815542 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),0.513382 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),0.308622 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),0.621582 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),0.338068 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),0.402156 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),0.401507 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),0.34244 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),0.300122 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.30981 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),0.858779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),1.13138 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.878624 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),1.04717 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.865084 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),0.513382 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),0.308622 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),0.621582 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),0.338068 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),0.402156 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),0.401507 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),0.34244 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),0.300122 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),0.30981 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),0.874801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.867431 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.892101 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),1.06346 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.87649 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),0.513382 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),0.308622 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),0.621582 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),0.338068 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),0.402156 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),0.401507 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),0.34244 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),0.300122 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),0.30981 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),0.861478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.851567 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),1.14885 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),1.05389 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.866552 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),0.513382 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),0.308622 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),0.621582 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),0.338068 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),0.402156 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),0.401507 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),0.34244 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),0.300122 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),0.30981 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),0.861487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.852306 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),1.14935 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.89197 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.869077 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),0.513382 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),0.308622 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),0.621582 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),0.338068 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),0.402156 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),0.401507 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),0.34244 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),0.300122 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),0.30981 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),0.859016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.848868 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),1.14688 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.889652 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),1.06171 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.264052 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.300117 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.289857 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),0.305377 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.29043 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.2801 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),0.280639 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.273251 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.274542 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),0.54732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),0.581619 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),0.532824 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),0.59335 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),0.57589 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.258367 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.285664 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.288566 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.305224 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.290277 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.277257 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.279109 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.27196 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.273849 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),0.54732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),0.581619 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),0.532824 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),0.593144 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),0.57589 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.262554 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.251439 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.289857 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.305377 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.29043 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.2801 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.280639 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.273251 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.274542 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),0.54732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),0.581619 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),0.532824 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),0.59335 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),0.57589 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.259515 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.250676 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.275938 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.313335 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.298388 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.277562 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.279109 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.272571 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.274323 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),0.54732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),0.581619 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),0.532824 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),0.593144 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),0.57589 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.258367 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.250676 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.274789 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.277692 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.290277 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.278039 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.279109 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.27196 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.273849 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),0.54732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),0.581619 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),0.533138 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),0.593144 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),0.57589 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.258367 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.250676 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.274789 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.277692 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.295024 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.278039 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.279109 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.27196 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.273849 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),0.54732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),0.581619 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),0.533138 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),0.593144 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),0.57589 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.258367 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.251625 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.274789 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.277692 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.29435 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.279403 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.279109 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.27196 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.273849 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),0.54732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),0.581619 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),0.532824 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),0.593144 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),0.57589 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.258367 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.250676 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.274789 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.277692 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.29435 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.279403 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.266382 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.27196 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.273849 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),0.54732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.581619 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),0.532824 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),0.593144 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),0.57589 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.259515 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.250676 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.275938 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.277692 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.302461 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.287514 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.266382 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.268235 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.274323 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),0.54732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.581619 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),0.532824 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),0.593144 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),0.57589 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.263746 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.250676 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.280169 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.278165 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.29435 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.279403 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.26785 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.268235 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.261559 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),0.54732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.581619 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),0.532824 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),0.593144 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),0.57589 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),0.208825 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),0.201134 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),0.225248 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),0.22815 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),0.244808 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),0.229861 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),0.216841 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),0.218693 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),0.211544 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.213552 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),0.610238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.58509 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.64669 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.626674 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),0.208825 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),0.201134 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),0.225248 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),0.22815 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),0.244808 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),0.229861 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),0.216841 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),0.218693 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),0.211544 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.213433 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),0.607736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.642035 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.646473 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.625432 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),0.208825 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),0.201134 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),0.225248 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),0.22815 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),0.244808 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),0.229861 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),0.216841 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),0.218693 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),0.211544 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),0.213433 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),0.608703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.642758 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.593239 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.626106 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),0.208825 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),0.201134 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),0.225248 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),0.22815 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),0.244808 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),0.229861 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),0.216841 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),0.218693 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),0.211544 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),0.213433 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),0.607736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.642762 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.593392 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.654387 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.354798 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.473807 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),0.36212 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),0.653808 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),0.65743 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),0.353666 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),0.381879 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),0.363138 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),0.360643 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),0.359276 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),1.15954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,13),0.859507 # DEPENDENCYPART_GRANDPAR
(12,1),(1,14),1.7603 # DEPENDENCYPART_GRANDPAR
(12,1),(1,15),0.784375 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.389102 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.457912 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.359594 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.652626 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),0.656247 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.349793 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),0.379113 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.360612 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.358921 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),0.355332 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),1.15934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),0.859301 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),1.75968 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),0.784169 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.393963 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.341745 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.36212 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.653808 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.65743 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.353666 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.381879 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.363138 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),0.360643 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.359276 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),1.15954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),0.859507 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),1.7603 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),0.784375 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.390925 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.340982 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.449642 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),0.661411 # DEPENDENCYPART_GRANDPAR
