# _root_ Igra s puščicami , ki so jih metali na drugem koncu sobe , je za celih trideset sekund prenehala .
#goldHeads=19,1,2,5,3,8,8,5,8,11,9,11,5,19,19,18,15,17,0,0,
#predictedHeads=5,5,5,5,0,8,5,5,5,5,5,5,5,19,5,5,5,5,5,0,
(15,13),(13,7),0.299062 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.376925 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.311228 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.295327 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.335757 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.334459 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.410734 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),0.711372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),1.05581 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),0.793808 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),0.95599 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),0.890376 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),0.722741 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),0.337927 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),0.298823 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),0.334795 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),0.300307 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),0.297838 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),0.396501 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),0.299747 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),0.379963 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.314072 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.296011 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.338781 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.337483 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.286514 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),0.711372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),1.05581 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),0.793808 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),0.956196 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),0.890376 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),0.722741 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),0.282166 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),0.246556 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),0.279035 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),0.249523 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),0.246042 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),0.342501 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),0.249521 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),0.326235 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),0.261687 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),0.245786 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),0.283021 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),0.281723 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),0.235731 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.348864 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),0.773351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.84335 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),1.00775 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.939918 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.772282 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),0.282166 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),0.246242 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),0.279035 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),0.249523 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),0.246042 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),0.342501 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),0.249521 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),0.326235 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),0.261373 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),0.245786 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),0.283021 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),0.281723 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),0.235731 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),0.348864 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),0.771788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),1.12119 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),1.00799 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.939918 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.772282 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),0.282622 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),0.246698 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),0.279491 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),0.249979 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),0.246498 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),0.342957 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),0.249977 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),0.326691 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),0.261829 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),0.246241 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),0.283477 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),0.282179 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),0.236187 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),0.34932 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),0.778444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),1.13948 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.863935 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.941566 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.774605 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),0.282372 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),0.246242 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),0.279241 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),0.249523 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),0.246161 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),0.342501 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),0.249521 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),0.326235 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),0.261373 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),0.245786 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),0.283227 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),0.281929 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),0.235731 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),0.348864 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),0.774631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),1.12134 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.855243 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),1.02294 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.773524 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),0.282166 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),0.246242 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),0.279035 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),0.249523 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),0.246042 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),0.342501 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),0.249521 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),0.326235 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),0.261373 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),0.245786 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),0.283021 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),0.281723 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),0.235731 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),0.348864 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),0.771941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),1.12525 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.855243 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),1.01838 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.951519 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),0.287856 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),0.342485 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),0.285036 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),0.318389 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),0.284631 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),0.284305 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),0.28685 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),0.297831 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),0.305864 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),0.341739 # DEPENDENCYPART_GRANDPAR
(16,1),(1,12),0.375942 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),0.290637 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),0.283701 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),0.300536 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),0.538935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,17),0.600047 # DEPENDENCYPART_GRANDPAR
(16,1),(1,18),0.679371 # DEPENDENCYPART_GRANDPAR
(16,1),(1,19),0.617498 # DEPENDENCYPART_GRANDPAR
(16,1),(1,20),0.562712 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.370487 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),0.348219 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),0.279362 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.318697 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),0.28469 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),0.284481 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.286909 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),0.298613 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),0.30604 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),0.347473 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),0.381676 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),0.284963 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),0.283398 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),0.301317 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),0.538935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,17),0.600047 # DEPENDENCYPART_GRANDPAR
(16,2),(2,18),0.679371 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),0.617498 # DEPENDENCYPART_GRANDPAR
(16,2),(2,20),0.562712 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.367974 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.277893 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),0.285036 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),0.318389 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.284631 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.284305 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),0.28685 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),0.297831 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),0.305864 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),0.341739 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),0.375942 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),0.290637 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),0.283701 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),0.300536 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),0.538935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),0.600047 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),0.679371 # DEPENDENCYPART_GRANDPAR
(16,3),(3,19),0.617498 # DEPENDENCYPART_GRANDPAR
(16,3),(3,20),0.562712 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),0.365723 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.276981 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),0.332004 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.318152 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),0.285362 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),0.2837 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),0.287581 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),0.298137 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),0.305258 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),0.342013 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),0.376216 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),0.284792 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),0.28407 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),0.300841 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),0.538935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),0.600047 # DEPENDENCYPART_GRANDPAR
(16,4),(4,18),0.679371 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),0.617498 # DEPENDENCYPART_GRANDPAR
(16,4),(4,20),0.562712 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),0.366772 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),0.277774 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),0.333053 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.268653 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.286377 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.2837 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),0.288596 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),0.29918 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),0.305258 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),0.342303 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),0.376506 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.295325 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),0.285085 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),0.301885 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),0.538935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),0.600047 # DEPENDENCYPART_GRANDPAR
(16,5),(5,18),0.679371 # DEPENDENCYPART_GRANDPAR
(16,5),(5,19),0.617498 # DEPENDENCYPART_GRANDPAR
(16,5),(5,20),0.562712 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),0.368748 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),0.279707 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),0.335029 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.268948 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.308537 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.28523 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.295683 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.302238 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),0.306788 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),0.346412 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.380615 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.285471 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.297069 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.303379 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),0.538935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),0.600047 # DEPENDENCYPART_GRANDPAR
(16,6),(6,18),0.679577 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),0.617498 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),0.562712 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),0.364743 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),0.276981 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),0.331024 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),0.267706 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.306519 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.273034 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.286127 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.297831 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.305258 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.341033 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.375236 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.284181 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),0.282616 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.300536 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),0.538935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),0.600047 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),0.679371 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),0.617498 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),0.562712 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),0.368748 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),0.279707 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),0.335029 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),0.268948 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.308537 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.277492 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.27351 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.302238 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.306788 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.346412 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.380615 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.285471 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.297069 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.303379 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),0.538935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),0.600047 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),0.679577 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),0.617498 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),0.562712 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),0.370605 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),0.278035 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),0.336886 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.26876 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.308725 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),0.274088 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.274829 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.276307 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.30604 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.34848 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.382683 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.284963 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.283398 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.301317 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),0.538935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),0.600047 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),0.679371 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),0.617498 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),0.562712 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),0.364743 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),0.276981 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),0.331024 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),0.267706 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),0.306519 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.273034 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.272825 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.275253 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.286957 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.341033 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.375236 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.284181 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.282616 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.300536 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),0.538935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),0.600047 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),0.679371 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),0.617498 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),0.562712 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),0.367974 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),0.277893 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),0.334255 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),0.269055 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),0.308224 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.273034 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),0.272978 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.275253 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.287869 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.294537 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.375942 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.290637 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.283701 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.300536 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),0.538935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),0.600047 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),0.679371 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),0.617498 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),0.562712 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),0.367974 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),0.277893 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),0.334255 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),0.269055 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),0.308224 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.273034 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),0.272978 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),0.275253 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.287869 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.294537 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.33351 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.290637 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.283701 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.300536 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),0.538935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),0.600047 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),0.679371 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),0.617498 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),0.562712 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),0.365723 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),0.276981 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),0.332004 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),0.267706 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),0.306825 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),0.274182 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.272825 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.276401 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.286957 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.294384 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.331259 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.365462 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.28407 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.300841 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),0.538935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),0.600047 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),0.679371 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),0.617498 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),0.562712 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),0.368748 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),0.279707 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),0.335029 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),0.268948 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),0.308537 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),0.277492 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),0.27351 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),0.27944 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),0.289801 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.295068 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.334283 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.368486 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.274549 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.303379 # DEPENDENCYPART_GRANDPAR
