# _root_ Gruča drugih , ki so stali naokoli s kozarci v rokah , je opazovala prizor .
#goldHeads=14,1,4,2,6,4,6,6,8,9,10,4,14,0,14,0,
#predictedHeads=4,4,4,0,6,4,4,4,4,4,4,4,14,4,4,0,
(10,4),(4,5),0.414634 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.412187 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.341192 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.327076 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.365831 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),0.698575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),0.913442 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),0.699187 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),0.829943 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),0.789926 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),0.913028 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),0.682078 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.352758 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.310187 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.318168 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.321877 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.41797 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.341374 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.326592 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.367484 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),0.698575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),0.913648 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),0.699187 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),0.829943 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),0.789926 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),0.913234 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),0.682078 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.352758 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.310187 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.318168 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.321877 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.404445 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.341374 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.326592 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.367484 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),0.698575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),0.913648 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),0.699187 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),0.829943 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),0.789926 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),0.913234 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),0.682078 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.348753 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.309503 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.316926 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.319978 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.399986 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.39754 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.323748 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.362105 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),0.698575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),0.913442 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),0.699187 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),0.829943 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),0.789926 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),0.913028 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),0.682078 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),0.352541 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.310451 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.316926 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.320858 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.399986 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.39754 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.328769 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.366982 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),0.698575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.913442 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),0.699187 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),0.829943 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),0.789926 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),0.913028 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),0.682078 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.354535 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.311304 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.319923 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.323449 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.401635 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.399188 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.330418 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.316691 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),0.699486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.914354 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),0.700098 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),0.830855 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),0.790838 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),0.91394 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),0.682989 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),0.298223 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),0.260873 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),0.268296 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),0.270993 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),0.351357 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),0.34891 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),0.280139 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),0.264244 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.301449 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),0.766013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.751726 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.881133 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.841116 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.970251 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.733942 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),0.297312 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),0.259961 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),0.267384 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),0.270081 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),0.350445 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),0.347998 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),0.279228 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),0.263332 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),0.300538 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),0.759296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.97599 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.880633 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.840616 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.96545 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.731619 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),0.297518 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),0.259961 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),0.267384 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),0.270199 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),0.350445 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),0.347998 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),0.279228 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),0.263332 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),0.300744 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),0.762527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.980389 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.762548 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.843655 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.968474 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.732861 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),0.297518 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),0.259961 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),0.267384 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),0.270199 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),0.350445 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),0.347998 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),0.279228 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),0.263332 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),0.300744 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),0.762527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.980389 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.762548 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.904812 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.968474 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.732861 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),0.298223 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),0.260873 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),0.268296 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),0.270993 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),0.351357 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),0.34891 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),0.280139 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),0.264244 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),0.301449 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),0.766013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.982738 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.776085 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.898466 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.858087 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.733942 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),0.297312 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),0.259961 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),0.267384 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),0.270081 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),0.350445 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),0.347998 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),0.279228 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),0.263332 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),0.300538 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),0.759143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.975837 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.761563 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.891086 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.851069 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.975423 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.389015 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.392568 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.367125 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),0.381354 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.418811 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.459575 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),0.378812 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.376437 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.356474 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),0.660932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),0.629303 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),0.625541 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),0.703143 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),0.702536 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),0.588978 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.390913 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.385524 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.366064 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.380043 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.4175 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.458987 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.378225 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.375144 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.355886 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),0.660932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),0.629303 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),0.625541 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),0.703143 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),0.702536 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),0.588978 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.399698 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.385476 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.374106 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.389302 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.426759 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.466792 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.386336 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.383929 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.363997 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),0.660932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),0.629303 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),0.625541 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),0.703143 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),0.702536 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),0.588978 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.395593 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.380323 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.376093 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.38604 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.423497 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.462759 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.3858 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.379941 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.362113 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),0.660932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),0.629303 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),0.625541 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),0.703143 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),0.702536 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),0.588978 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.396363 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.379801 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.374235 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.358966 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.427779 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.461441 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.381791 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.381246 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.360145 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),0.661138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),0.629303 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),0.625541 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),0.703143 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),0.702742 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),0.588978 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.396363 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.379801 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.374235 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.358966 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.375463 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.461441 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.381791 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.381246 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.360145 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),0.661138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),0.629303 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),0.625541 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),0.703143 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),0.702742 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),0.588978 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.390913 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.377671 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.371547 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.355982 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.369921 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.407378 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.378225 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.375144 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.355886 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),0.660932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),0.629303 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),0.625541 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),0.703143 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),0.702536 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),0.588978 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.396164 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.379894 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.37246 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.357775 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.370833 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.40829 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.449025 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.380021 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.355886 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),0.660932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.629303 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),0.625541 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),0.703143 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),0.702536 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),0.588978 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.396355 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.379447 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.37452 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.359867 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.371544 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.409001 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.449736 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.36926 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.356474 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),0.660932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.629303 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),0.625541 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),0.703143 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),0.702536 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),0.588978 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.397302 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.379894 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.37246 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.357775 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.370833 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.40829 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.449025 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.367275 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.372158 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),0.660932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.629303 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),0.625541 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),0.703143 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),0.702536 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),0.588978 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),0.339872 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),0.327406 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),0.321171 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),0.305648 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),0.319627 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),0.357084 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),0.398571 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),0.316099 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),0.314728 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.29475 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),0.730133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.684787 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.762389 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.762363 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.646923 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),0.340077 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),0.327406 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),0.321171 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),0.305766 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),0.319627 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),0.357084 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),0.398571 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),0.316099 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),0.314934 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.29475 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),0.72745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.696754 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.758707 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.759028 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.641806 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),0.340077 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),0.327406 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),0.321171 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),0.305766 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),0.319627 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),0.357084 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),0.398571 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),0.316099 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),0.314934 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),0.29475 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),0.72745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.696754 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.701133 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.759028 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.641806 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),0.339872 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),0.327406 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),0.321171 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),0.305648 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),0.319627 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),0.357084 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),0.398571 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),0.316099 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),0.314728 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),0.29475 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),0.722641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.7007 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.687628 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.764869 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.641416 # DEPENDENCYPART_GRANDPAR
