# _root_ " Ima se za gostilničarja , pa ne ve , kaj je polič . "
#goldHeads=7,7,2,2,4,7,0,9,7,12,12,9,12,7,7,
#predictedHeads=7,7,7,7,4,7,0,7,7,7,7,7,7,0,0,
(10,7),(7,6),0.317678 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.299163 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.330687 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),0.591319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),0.606006 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),0.624116 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),0.642764 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),0.615538 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),0.568083 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),0.31666 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.330834 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.307658 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.329123 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.315018 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.317205 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.313707 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.328218 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),0.591319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.606006 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),0.624116 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),0.642764 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),0.615538 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),0.568083 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.322793 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.341005 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.312951 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.337527 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.324095 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.322976 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.320492 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.292818 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),0.591556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.606242 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),0.624353 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),0.643207 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),0.615775 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),0.568319 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),0.266444 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),0.279839 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),0.258116 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),0.278128 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),0.26426 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),0.266314 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),0.264166 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),0.238747 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.266654 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),0.651735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.676023 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.693523 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.665754 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.618299 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),0.266681 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),0.280076 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),0.258353 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),0.278365 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),0.264703 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),0.266551 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),0.264758 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),0.238983 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),0.266891 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),0.658599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.673999 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.702599 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.671526 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.624432 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),0.266444 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),0.279839 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),0.258116 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),0.278128 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),0.26426 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),0.266314 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),0.264166 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),0.239202 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),0.266654 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),0.658191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.667264 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.687001 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.668452 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.620997 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),0.266444 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),0.279839 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),0.258116 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),0.278128 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),0.26426 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),0.266314 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),0.264166 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),0.238747 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),0.266654 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),0.652041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.666658 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.686644 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.705225 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.618299 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),0.266444 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),0.279839 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),0.258116 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),0.278128 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),0.26426 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),0.266314 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),0.264166 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),0.238747 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),0.266654 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),0.652041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.666658 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.686644 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.705225 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.676106 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.288149 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.279894 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.281977 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),0.297035 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.28109 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.278435 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),0.280552 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.282807 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.293163 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),0.661511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),0.69581 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),0.656219 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),0.693772 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),0.644106 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.271823 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.282396 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.284668 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.301587 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.282075 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.279346 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.281727 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.291636 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.294148 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),0.661511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),0.69581 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),0.656425 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),0.693772 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),0.644106 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.270219 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.276547 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.281824 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.296208 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.280784 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.278316 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.280552 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.28208 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.292858 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),0.661511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),0.69581 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),0.656219 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),0.693772 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),0.644106 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.270219 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.276547 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.269968 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.301192 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.280784 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.278316 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.280552 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.28208 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.292858 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),0.661511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),0.69581 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),0.656219 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),0.693772 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),0.644106 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.270894 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.276547 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.269172 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.272176 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.28724 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.278553 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.280552 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.282803 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.299314 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),0.661511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),0.69581 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),0.656219 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),0.693772 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),0.644106 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.270219 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.277696 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.269019 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.27095 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.286314 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.278553 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.280552 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.283534 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.293469 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),0.661511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),0.69581 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),0.656219 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),0.693772 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),0.644106 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.270456 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.280646 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.269019 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.271743 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.287362 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.270383 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.280552 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.284549 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.302498 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),0.661511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),0.69581 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),0.656219 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),0.693772 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),0.644106 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.270219 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.276547 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.269019 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.27095 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.285334 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.26991 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.267442 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.28208 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.292858 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),0.661511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.69581 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),0.656219 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),0.693772 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),0.644106 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.271823 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.280734 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.269783 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.273675 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.289338 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.271152 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.26946 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.269677 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.294148 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),0.661511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.69581 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),0.656425 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),0.693772 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),0.644106 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.270219 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.277696 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.269019 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.27095 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.286314 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.26991 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.268053 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.269677 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.272354 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),0.661511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.69581 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),0.656219 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),0.693772 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),0.644106 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),0.220678 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),0.227006 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),0.219478 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),0.221408 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),0.235998 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),0.220368 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),0.218019 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),0.220136 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),0.221664 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.232442 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),0.723457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.709765 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.744555 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.695251 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),0.220678 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),0.227006 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),0.219478 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),0.221408 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),0.235792 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),0.220368 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),0.2179 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),0.220592 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),0.221664 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.232442 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),0.722532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.75731 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.743988 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.694322 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),0.220678 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),0.227006 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),0.219478 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),0.221408 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),0.235792 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),0.220368 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),0.2179 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),0.220136 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),0.221664 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),0.232442 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),0.721927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.756953 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.717463 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.693647 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),0.220678 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),0.227006 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),0.219478 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),0.221408 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),0.235792 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),0.220368 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),0.2179 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),0.220136 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),0.221664 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),0.232442 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),0.721927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.756953 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.717463 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.754341 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.374426 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.328046 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),0.323556 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),0.665806 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),0.339779 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),0.332628 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),0.309208 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),0.388732 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),0.327354 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),0.321174 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),0.819591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,13),0.910342 # DEPENDENCYPART_GRANDPAR
(12,1),(1,14),0.670826 # DEPENDENCYPART_GRANDPAR
(12,1),(1,15),0.679061 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.311803 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.331315 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.326601 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.670244 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),0.341325 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.333894 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),0.310738 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.398122 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.3289 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),0.323265 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),0.819797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),0.91096 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),0.671032 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),0.679267 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.30932 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.363138 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.322728 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.66363 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.338798 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.331835 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.308533 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.387331 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),0.326374 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.320499 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),0.819591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),0.910342 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),0.670826 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),0.679061 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.312295 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.366113 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.321337 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),0.6738 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.341392 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.334428 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.311126 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.389924 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.328967 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.323092 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),0.819591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),0.910342 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),0.670826 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),0.679061 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.311552 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.364695 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.318688 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.315225 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.352832 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.336471 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.312696 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.392217 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.340407 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.325268 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),0.819591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),0.910342 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),0.670826 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),0.679061 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.309995 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.364961 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.3175 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.313116 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.654658 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.332746 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.309208 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.389459 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.327659 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.321174 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),0.819591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),0.910342 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),0.670826 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),0.679061 # DEPENDENCYPART_GRANDPAR
